# Model Spectrum: Blackbody T = 10000.000
# No ISM extinction
# Normalization: A0V magnitude 15.000000 for filter 2MASS Ks
# 
# Wavelength (microns)   F_lambda (W/m^2/micron)   F_nu (Jy)
     0.16263215  2.346443e-14  2.070152e-04
     0.16279519  2.355498e-14  2.082309e-04
     0.16295839  2.364566e-14  2.094519e-04
     0.16312176  2.373649e-14  2.106781e-04
     0.16328529  2.382745e-14  2.119097e-04
     0.16344898  2.391854e-14  2.131466e-04
     0.16361284  2.400978e-14  2.143889e-04
     0.16377686  2.410115e-14  2.156364e-04
     0.16394105  2.419265e-14  2.168893e-04
     0.16410540  2.428429e-14  2.181476e-04
     0.16426992  2.437606e-14  2.194113e-04
     0.16443460  2.446796e-14  2.206803e-04
     0.16459944  2.456000e-14  2.219547e-04
     0.16476445  2.465216e-14  2.232345e-04
     0.16492963  2.474446e-14  2.245198e-04
     0.16509497  2.483688e-14  2.258104e-04
     0.16526048  2.492943e-14  2.271065e-04
     0.16542615  2.502210e-14  2.284081e-04
     0.16559199  2.511490e-14  2.297150e-04
     0.16575800  2.520783e-14  2.310275e-04
     0.16592417  2.530088e-14  2.323454e-04
     0.16609051  2.539405e-14  2.336689e-04
     0.16625702  2.548734e-14  2.349978e-04
     0.16642369  2.558075e-14  2.363322e-04
     0.16659053  2.567429e-14  2.376722e-04
     0.16675754  2.576794e-14  2.390176e-04
     0.16692471  2.586171e-14  2.403687e-04
     0.16709205  2.595560e-14  2.417252e-04
     0.16725956  2.604960e-14  2.430873e-04
     0.16742724  2.614372e-14  2.444550e-04
     0.16759509  2.623795e-14  2.458283e-04
     0.16776310  2.633230e-14  2.472071e-04
     0.16793128  2.642676e-14  2.485916e-04
     0.16809964  2.652133e-14  2.499816e-04
     0.16826816  2.661600e-14  2.513773e-04
     0.16843685  2.671079e-14  2.527786e-04
     0.16860570  2.680569e-14  2.541855e-04
     0.16877473  2.690069e-14  2.555981e-04
     0.16894393  2.699580e-14  2.570163e-04
     0.16911329  2.709101e-14  2.584402e-04
     0.16928283  2.718633e-14  2.598697e-04
     0.16945254  2.728175e-14  2.613050e-04
     0.16962241  2.737727e-14  2.627459e-04
     0.16979246  2.747290e-14  2.641925e-04
     0.16996268  2.756862e-14  2.656449e-04
     0.17013306  2.766444e-14  2.671029e-04
     0.17030362  2.776036e-14  2.685667e-04
     0.17047435  2.785638e-14  2.700362e-04
     0.17064525  2.795249e-14  2.715115e-04
     0.17081633  2.804869e-14  2.729925e-04
     0.17098757  2.814499e-14  2.744793e-04
     0.17115898  2.824139e-14  2.759718e-04
     0.17133057  2.833787e-14  2.774701e-04
     0.17150233  2.843444e-14  2.789742e-04
     0.17167426  2.853111e-14  2.804841e-04
     0.17184637  2.862786e-14  2.819998e-04
     0.17201864  2.872470e-14  2.835213e-04
     0.17219109  2.882162e-14  2.850487e-04
     0.17236371  2.891863e-14  2.865818e-04
     0.17253651  2.901572e-14  2.881208e-04
     0.17270948  2.911290e-14  2.896657e-04
     0.17288262  2.921015e-14  2.912164e-04
     0.17305593  2.930749e-14  2.927729e-04
     0.17322942  2.940491e-14  2.943354e-04
     0.17340308  2.950240e-14  2.959037e-04
     0.17357692  2.959998e-14  2.974778e-04
     0.17375093  2.969762e-14  2.990579e-04
     0.17392512  2.979535e-14  3.006439e-04
     0.17409948  2.989314e-14  3.022357e-04
     0.17427401  2.999101e-14  3.038335e-04
     0.17444872  3.008895e-14  3.054372e-04
     0.17462361  3.018697e-14  3.070469e-04
     0.17479867  3.028505e-14  3.086624e-04
     0.17497390  3.038320e-14  3.102839e-04
     0.17514931  3.048141e-14  3.119114e-04
     0.17532490  3.057969e-14  3.135448e-04
     0.17550067  3.067804e-14  3.151842e-04
     0.17567660  3.077645e-14  3.168295e-04
     0.17585272  3.087492e-14  3.184808e-04
     0.17602901  3.097345e-14  3.201381e-04
     0.17620548  3.107204e-14  3.218014e-04
     0.17638213  3.117070e-14  3.234707e-04
     0.17655895  3.126941e-14  3.251460e-04
     0.17673595  3.136817e-14  3.268273e-04
     0.17691313  3.146699e-14  3.285146e-04
     0.17709049  3.156587e-14  3.302079e-04
     0.17726802  3.166480e-14  3.319073e-04
     0.17744573  3.176378e-14  3.336127e-04
     0.17762362  3.186281e-14  3.353241e-04
     0.17780169  3.196189e-14  3.370416e-04
     0.17797993  3.206101e-14  3.387651e-04
     0.17815836  3.216019e-14  3.404947e-04
     0.17833696  3.225941e-14  3.422303e-04
     0.17851575  3.235868e-14  3.439720e-04
     0.17869471  3.245798e-14  3.457198e-04
     0.17887385  3.255733e-14  3.474736e-04
     0.17905317  3.265673e-14  3.492336e-04
     0.17923267  3.275616e-14  3.509996e-04
     0.17941235  3.285563e-14  3.527717e-04
     0.17959222  3.295514e-14  3.545499e-04
     0.17977226  3.305468e-14  3.563343e-04
     0.17995248  3.315426e-14  3.581247e-04
     0.18013288  3.325387e-14  3.599213e-04
     0.18031346  3.335352e-14  3.617239e-04
     0.18049423  3.345319e-14  3.635327e-04
     0.18067517  3.355290e-14  3.653476e-04
     0.18085630  3.365263e-14  3.671687e-04
     0.18103761  3.375239e-14  3.689959e-04
     0.18121910  3.385218e-14  3.708292e-04
     0.18140077  3.395200e-14  3.726687e-04
     0.18158263  3.405183e-14  3.745143e-04
     0.18176466  3.415169e-14  3.763661e-04
     0.18194688  3.425157e-14  3.782240e-04
     0.18212929  3.435148e-14  3.800881e-04
     0.18231187  3.445140e-14  3.819584e-04
     0.18249464  3.455133e-14  3.838348e-04
     0.18267759  3.465129e-14  3.857174e-04
     0.18286072  3.475126e-14  3.876062e-04
     0.18304404  3.485124e-14  3.895011e-04
     0.18322754  3.495124e-14  3.914023e-04
     0.18341123  3.505124e-14  3.933096e-04
     0.18359510  3.515126e-14  3.952231e-04
     0.18377915  3.525129e-14  3.971429e-04
     0.18396339  3.535132e-14  3.990688e-04
     0.18414782  3.545136e-14  4.010009e-04
     0.18433242  3.555140e-14  4.029392e-04
     0.18451722  3.565145e-14  4.048837e-04
     0.18470220  3.575150e-14  4.068344e-04
     0.18488736  3.585155e-14  4.087914e-04
     0.18507271  3.595160e-14  4.107545e-04
     0.18525825  3.605166e-14  4.127239e-04
     0.18544397  3.615170e-14  4.146995e-04
     0.18562988  3.625175e-14  4.166813e-04
     0.18581597  3.635179e-14  4.186693e-04
     0.18600225  3.645182e-14  4.206635e-04
     0.18618872  3.655184e-14  4.226640e-04
     0.18637537  3.665186e-14  4.246707e-04
     0.18656221  3.675186e-14  4.266837e-04
     0.18674924  3.685185e-14  4.287028e-04
     0.18693646  3.695184e-14  4.307282e-04
     0.18712386  3.705180e-14  4.327599e-04
     0.18731146  3.715175e-14  4.347977e-04
     0.18749924  3.725169e-14  4.368418e-04
     0.18768720  3.735160e-14  4.388922e-04
     0.18787536  3.745150e-14  4.409488e-04
     0.18806371  3.755137e-14  4.430116e-04
     0.18825224  3.765123e-14  4.450807e-04
     0.18844096  3.775106e-14  4.471560e-04
     0.18862987  3.785087e-14  4.492376e-04
     0.18881898  3.795065e-14  4.513254e-04
     0.18900827  3.805040e-14  4.534194e-04
     0.18919775  3.815012e-14  4.555197e-04
     0.18938742  3.824982e-14  4.576263e-04
     0.18957728  3.834948e-14  4.597390e-04
     0.18976733  3.844911e-14  4.618581e-04
     0.18995757  3.854871e-14  4.639834e-04
     0.19014801  3.864828e-14  4.661149e-04
     0.19033863  3.874780e-14  4.682527e-04
     0.19052945  3.884729e-14  4.703967e-04
     0.19072045  3.894674e-14  4.725470e-04
     0.19091165  3.904615e-14  4.747035e-04
     0.19110304  3.914552e-14  4.768662e-04
     0.19129462  3.924485e-14  4.790352e-04
     0.19148639  3.934413e-14  4.812105e-04
     0.19167836  3.944337e-14  4.833920e-04
     0.19187051  3.954256e-14  4.855797e-04
     0.19206287  3.964170e-14  4.877737e-04
     0.19225541  3.974080e-14  4.899739e-04
     0.19244814  3.983984e-14  4.921804e-04
     0.19264107  3.993883e-14  4.943931e-04
     0.19283420  4.003777e-14  4.966120e-04
     0.19302751  4.013665e-14  4.988372e-04
     0.19322102  4.023548e-14  5.010686e-04
     0.19341473  4.033425e-14  5.033063e-04
     0.19360863  4.043296e-14  5.055501e-04
     0.19380272  4.053161e-14  5.078003e-04
     0.19399701  4.063020e-14  5.100566e-04
     0.19419149  4.072873e-14  5.123191e-04
     0.19438617  4.082720e-14  5.145879e-04
     0.19458104  4.092560e-14  5.168629e-04
     0.19477611  4.102393e-14  5.191441e-04
     0.19497137  4.112220e-14  5.214316e-04
     0.19516683  4.122040e-14  5.237252e-04
     0.19536248  4.131853e-14  5.260251e-04
     0.19555834  4.141658e-14  5.283312e-04
     0.19575438  4.151457e-14  5.306434e-04
     0.19595063  4.161248e-14  5.329619e-04
     0.19614707  4.171031e-14  5.352866e-04
     0.19634370  4.180807e-14  5.376175e-04
     0.19654054  4.190575e-14  5.399545e-04
     0.19673757  4.200335e-14  5.422978e-04
     0.19693480  4.210087e-14  5.446473e-04
     0.19713223  4.219831e-14  5.470029e-04
     0.19732985  4.229567e-14  5.493647e-04
     0.19752768  4.239294e-14  5.517327e-04
     0.19772570  4.249012e-14  5.541068e-04
     0.19792392  4.258722e-14  5.564872e-04
     0.19812234  4.268423e-14  5.588737e-04
     0.19832096  4.278115e-14  5.612663e-04
     0.19851977  4.287798e-14  5.636651e-04
     0.19871879  4.297472e-14  5.660701e-04
     0.19891801  4.307136e-14  5.684812e-04
     0.19911742  4.316791e-14  5.708984e-04
     0.19931704  4.326437e-14  5.733218e-04
     0.19951685  4.336072e-14  5.757514e-04
     0.19971687  4.345698e-14  5.781870e-04
     0.19991708  4.355314e-14  5.806288e-04
     0.20011750  4.364919e-14  5.830767e-04
     0.20031812  4.374515e-14  5.855307e-04
     0.20051894  4.384100e-14  5.879908e-04
     0.20071996  4.393674e-14  5.904570e-04
     0.20092118  4.403238e-14  5.929293e-04
     0.20112260  4.412791e-14  5.954077e-04
     0.20132423  4.422334e-14  5.978922e-04
     0.20152606  4.431865e-14  6.003828e-04
     0.20172809  4.441385e-14  6.028794e-04
     0.20193032  4.450894e-14  6.053821e-04
     0.20213276  4.460391e-14  6.078909e-04
     0.20233539  4.469877e-14  6.104057e-04
     0.20253824  4.479351e-14  6.129266e-04
     0.20274128  4.488814e-14  6.154535e-04
     0.20294453  4.498265e-14  6.179865e-04
     0.20314798  4.507703e-14  6.205255e-04
     0.20335164  4.517130e-14  6.230705e-04
     0.20355550  4.526544e-14  6.256216e-04
     0.20375956  4.535946e-14  6.281786e-04
     0.20396383  4.545335e-14  6.307416e-04
     0.20416831  4.554711e-14  6.333107e-04
     0.20437298  4.564075e-14  6.358857e-04
     0.20457787  4.573426e-14  6.384667e-04
     0.20478296  4.582764e-14  6.410537e-04
     0.20498825  4.592089e-14  6.436467e-04
     0.20519375  4.601400e-14  6.462456e-04
     0.20539946  4.610698e-14  6.488504e-04
     0.20560537  4.619983e-14  6.514612e-04
     0.20581149  4.629254e-14  6.540780e-04
     0.20601782  4.638511e-14  6.567006e-04
     0.20622435  4.647754e-14  6.593292e-04
     0.20643109  4.656983e-14  6.619637e-04
     0.20663804  4.666198e-14  6.646041e-04
     0.20684520  4.675399e-14  6.672504e-04
     0.20705256  4.684585e-14  6.699026e-04
     0.20726013  4.693757e-14  6.725606e-04
     0.20746791  4.702914e-14  6.752245e-04
     0.20767589  4.712057e-14  6.778943e-04
     0.20788409  4.721184e-14  6.805699e-04
     0.20809249  4.730297e-14  6.832514e-04
     0.20830111  4.739394e-14  6.859387e-04
     0.20850993  4.748477e-14  6.886318e-04
     0.20871896  4.757544e-14  6.913308e-04
     0.20892820  4.766595e-14  6.940355e-04
     0.20913765  4.775631e-14  6.967460e-04
     0.20934731  4.784651e-14  6.994623e-04
     0.20955718  4.793655e-14  7.021844e-04
     0.20976726  4.802643e-14  7.049123e-04
     0.20997756  4.811616e-14  7.076459e-04
     0.21018806  4.820572e-14  7.103852e-04
     0.21039877  4.829511e-14  7.131303e-04
     0.21060970  4.838435e-14  7.158811e-04
     0.21082083  4.847341e-14  7.186377e-04
     0.21103218  4.856232e-14  7.213999e-04
     0.21124374  4.865105e-14  7.241678e-04
     0.21145552  4.873961e-14  7.269414e-04
     0.21166750  4.882801e-14  7.297207e-04
     0.21187970  4.891623e-14  7.325056e-04
     0.21209211  4.900428e-14  7.352962e-04
     0.21230473  4.909215e-14  7.380924e-04
     0.21251756  4.917985e-14  7.408942e-04
     0.21273061  4.926738e-14  7.437017e-04
     0.21294388  4.935473e-14  7.465147e-04
     0.21315735  4.944190e-14  7.493334e-04
     0.21337104  4.952889e-14  7.521576e-04
     0.21358495  4.961570e-14  7.549874e-04
     0.21379907  4.970233e-14  7.578227e-04
     0.21401340  4.978877e-14  7.606636e-04
     0.21422795  4.987503e-14  7.635100e-04
     0.21444271  4.996111e-14  7.663620e-04
     0.21465769  5.004700e-14  7.692194e-04
     0.21487289  5.013270e-14  7.720824e-04
     0.21508830  5.021822e-14  7.749508e-04
     0.21530392  5.030354e-14  7.778247e-04
     0.21551977  5.038867e-14  7.807041e-04
     0.21573582  5.047362e-14  7.835889e-04
     0.21595210  5.055836e-14  7.864791e-04
     0.21616859  5.064292e-14  7.893747e-04
     0.21638530  5.072728e-14  7.922758e-04
     0.21660223  5.081144e-14  7.951822e-04
     0.21681937  5.089541e-14  7.980941e-04
     0.21703673  5.097918e-14  8.010113e-04
     0.21725431  5.106275e-14  8.039338e-04
     0.21747211  5.114612e-14  8.068617e-04
     0.21769013  5.122928e-14  8.097949e-04
     0.21790836  5.131225e-14  8.127334e-04
     0.21812682  5.139501e-14  8.156772e-04
     0.21834549  5.147756e-14  8.186263e-04
     0.21856438  5.155991e-14  8.215807e-04
     0.21878349  5.164205e-14  8.245403e-04
     0.21900282  5.172399e-14  8.275052e-04
     0.21922237  5.180571e-14  8.304753e-04
     0.21944214  5.188723e-14  8.334506e-04
     0.21966213  5.196853e-14  8.364311e-04
     0.21988234  5.204963e-14  8.394168e-04
     0.22010278  5.213051e-14  8.424076e-04
     0.22032343  5.221117e-14  8.454036e-04
     0.22054430  5.229162e-14  8.484047e-04
     0.22076540  5.237185e-14  8.514110e-04
     0.22098672  5.245187e-14  8.544224e-04
     0.22120826  5.253167e-14  8.574388e-04
     0.22143002  5.261125e-14  8.604604e-04
     0.22165200  5.269060e-14  8.634870e-04
     0.22187421  5.276974e-14  8.665186e-04
     0.22209664  5.284865e-14  8.695553e-04
     0.22231929  5.292735e-14  8.725970e-04
     0.22254217  5.300581e-14  8.756437e-04
     0.22276527  5.308405e-14  8.786953e-04
     0.22298859  5.316207e-14  8.817520e-04
     0.22321213  5.323986e-14  8.848136e-04
     0.22343590  5.331742e-14  8.878801e-04
     0.22365990  5.339475e-14  8.909515e-04
     0.22388412  5.347185e-14  8.940279e-04
     0.22410856  5.354872e-14  8.971091e-04
     0.22433323  5.362535e-14  9.001952e-04
     0.22455813  5.370176e-14  9.032861e-04
     0.22478325  5.377793e-14  9.063819e-04
     0.22500859  5.385386e-14  9.094825e-04
     0.22523416  5.392956e-14  9.125879e-04
     0.22545996  5.400502e-14  9.156981e-04
     0.22568598  5.408025e-14  9.188130e-04
     0.22591223  5.415523e-14  9.219327e-04
     0.22613871  5.422998e-14  9.250572e-04
     0.22636542  5.430449e-14  9.281863e-04
     0.22659235  5.437875e-14  9.313201e-04
     0.22681951  5.445277e-14  9.344587e-04
     0.22704689  5.452655e-14  9.376018e-04
     0.22727451  5.460009e-14  9.407497e-04
     0.22750235  5.467338e-14  9.439021e-04
     0.22773042  5.474642e-14  9.470592e-04
     0.22795872  5.481922e-14  9.502208e-04
     0.22818725  5.489177e-14  9.533871e-04
     0.22841601  5.496407e-14  9.565578e-04
     0.22864500  5.503612e-14  9.597332e-04
     0.22887421  5.510792e-14  9.629130e-04
     0.22910366  5.517947e-14  9.660973e-04
     0.22933334  5.525077e-14  9.692861e-04
     0.22956324  5.532181e-14  9.724794e-04
     0.22979338  5.539260e-14  9.756771e-04
     0.23002375  5.546314e-14  9.788792e-04
     0.23025435  5.553342e-14  9.820858e-04
     0.23048518  5.560345e-14  9.852967e-04
     0.23071624  5.567322e-14  9.885120e-04
     0.23094753  5.574273e-14  9.917316e-04
     0.23117906  5.581198e-14  9.949556e-04
     0.23141082  5.588097e-14  9.981839e-04
     0.23164281  5.594970e-14  1.001416e-03
     0.23187503  5.601817e-14  1.004653e-03
     0.23210748  5.608638e-14  1.007894e-03
     0.23234017  5.615433e-14  1.011140e-03
     0.23257309  5.622201e-14  1.014389e-03
     0.23280625  5.628943e-14  1.017643e-03
     0.23303964  5.635658e-14  1.020901e-03
     0.23327326  5.642347e-14  1.024163e-03
     0.23350711  5.649009e-14  1.027429e-03
     0.23374121  5.655644e-14  1.030699e-03
     0.23397553  5.662253e-14  1.033974e-03
     0.23421009  5.668834e-14  1.037252e-03
     0.23444489  5.675389e-14  1.040534e-03
     0.23467992  5.681917e-14  1.043821e-03
     0.23491519  5.688417e-14  1.047111e-03
     0.23515069  5.694890e-14  1.050406e-03
     0.23538643  5.701337e-14  1.053704e-03
     0.23562240  5.707755e-14  1.057007e-03
     0.23585862  5.714147e-14  1.060313e-03
     0.23609506  5.720510e-14  1.063623e-03
     0.23633175  5.726847e-14  1.066938e-03
     0.23656867  5.733155e-14  1.070256e-03
     0.23680583  5.739436e-14  1.073577e-03
     0.23704323  5.745690e-14  1.076903e-03
     0.23728087  5.751915e-14  1.080232e-03
     0.23751874  5.758113e-14  1.083566e-03
     0.23775685  5.764282e-14  1.086903e-03
     0.23799521  5.770424e-14  1.090243e-03
     0.23823380  5.776537e-14  1.093588e-03
     0.23847263  5.782622e-14  1.096936e-03
     0.23871169  5.788679e-14  1.100287e-03
     0.23895100  5.794708e-14  1.103643e-03
     0.23919055  5.800708e-14  1.107002e-03
     0.23943034  5.806680e-14  1.110365e-03
     0.23967037  5.812624e-14  1.113731e-03
     0.23991064  5.818539e-14  1.117100e-03
     0.24015115  5.824425e-14  1.120474e-03
     0.24039190  5.830283e-14  1.123851e-03
     0.24063290  5.836112e-14  1.127231e-03
     0.24087413  5.841912e-14  1.130615e-03
     0.24111561  5.847683e-14  1.134002e-03
     0.24135733  5.853425e-14  1.137392e-03
     0.24159929  5.859139e-14  1.140786e-03
     0.24184149  5.864823e-14  1.144184e-03
     0.24208394  5.870478e-14  1.147585e-03
     0.24232663  5.876104e-14  1.150989e-03
     0.24256956  5.881701e-14  1.154396e-03
     0.24281273  5.887269e-14  1.157807e-03
     0.24305615  5.892807e-14  1.161221e-03
     0.24329982  5.898316e-14  1.164638e-03
     0.24354373  5.903795e-14  1.168058e-03
     0.24378788  5.909245e-14  1.171482e-03
     0.24403228  5.914665e-14  1.174908e-03
     0.24427692  5.920056e-14  1.178338e-03
     0.24452181  5.925417e-14  1.181771e-03
     0.24476694  5.930749e-14  1.185207e-03
     0.24501232  5.936051e-14  1.188647e-03
     0.24525795  5.941323e-14  1.192089e-03
     0.24550382  5.946565e-14  1.195534e-03
     0.24574994  5.951777e-14  1.198982e-03
     0.24599630  5.956959e-14  1.202433e-03
     0.24624291  5.962111e-14  1.205888e-03
     0.24648977  5.967233e-14  1.209345e-03
     0.24673688  5.972325e-14  1.212805e-03
     0.24698423  5.977387e-14  1.216268e-03
     0.24723183  5.982419e-14  1.219733e-03
     0.24747968  5.987420e-14  1.223202e-03
     0.24772778  5.992391e-14  1.226673e-03
     0.24797613  5.997332e-14  1.230147e-03
     0.24822473  6.002243e-14  1.233624e-03
     0.24847357  6.007123e-14  1.237104e-03
     0.24872267  6.011972e-14  1.240586e-03
     0.24897201  6.016791e-14  1.244071e-03
     0.24922161  6.021580e-14  1.247559e-03
     0.24947145  6.026337e-14  1.251049e-03
     0.24972155  6.031065e-14  1.254542e-03
     0.24997189  6.035761e-14  1.258038e-03
     0.25022249  6.040427e-14  1.261536e-03
     0.25047334  6.045062e-14  1.265037e-03
     0.25072444  6.049666e-14  1.268540e-03
